Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime
2023-09-03 14:18:25.710,11784,253,6,100,False,0,car,0 days 00:01:20.805000,0 days 02:17:24.665000
2023-09-03 14:18:25.950,11551,257,6,100,False,0,car,0 days 00:01:21.045000,0 days 02:17:24.905000
2023-09-03 14:18:26.310,10324,264,7,100,False,0,car,0 days 00:01:21.405000,0 days 02:17:25.265000
2023-09-03 14:18:26.710,11056,272,7,100,False,0,car,0 days 00:01:21.805000,0 days 02:17:25.665000
2023-09-03 14:18:26.870,11095,275,7,100,False,0,car,0 days 00:01:21.965000,0 days 02:17:25.825000
2023-09-03 14:18:27.030,11236,277,7,100,False,0,car,0 days 00:01:22.125000,0 days 02:17:25.985000
2023-09-03 14:18:27.310,11441,282,7,100,False,0,car,0 days 00:01:22.405000,0 days 02:17:26.265000
2023-09-03 14:18:27.669,11584,285,7,99,False,0,car,0 days 00:01:22.764000,0 days 02:17:26.624000
2023-09-03 14:18:27.949,11745,290,7,100,False,0,car,0 days 00:01:23.044000,0 days 02:17:26.904000
2023-09-03 14:18:28.349,10764,293,8,100,False,0,car,0 days 00:01:23.444000,0 days 02:17:27.304000
2023-09-03 14:18:28.509,10710,298,8,99,False,8,car,0 days 00:01:23.604000,0 days 02:17:27.464000
2023-09-03 14:18:28.949,10745,302,8,99,False,8,car,0 days 00:01:24.044000,0 days 02:17:27.904000
2023-09-03 14:18:29.149,10940,304,8,100,False,8,car,0 days 00:01:24.244000,0 days 02:17:28.104000
2023-09-03 14:18:29.429,10973,306,8,100,False,8,car,0 days 00:01:24.524000,0 days 02:17:28.384000
2023-09-03 14:18:29.669,11032,309,8,99,False,8,car,0 days 00:01:24.764000,0 days 02:17:28.624000
2023-09-03 14:18:29.949,11114,311,8,100,False,8,car,0 days 00:01:25.044000,0 days 02:17:28.904000
2023-09-03 14:18:30.190,11114,313,8,100,False,8,car,0 days 00:01:25.285000,0 days 02:17:29.145000
